Код;Наименование;Иерархия;Артикул;Количество;Цена;Бренд;ИмяФайлаИзображения;Новинка;HAPPY_МОЛЛОстаток;ГлобусОстаток;ЛазурныйОстаток;ОранжевыйОстаток;ПассажОстаток;ТауОстаток;10 летняя батарея;Bluetooth;Барометр\альтиметр;Браслет;Будильник;Включение,отключение звука кнопок;Водозащита;Грязеустойчивость;Дополнительно;Индикатор приливов и отливов;Индикатор уровня заряда аккумулятора;Компас;Материал корпуса;Мелодия;Мировое время;Отображение данных о Луне;Пол;Прием радиосигнала точного времени;Размер корпуса;Резерв хода;Сверх яркая подсветка;Связь со смартфоном;Скидка;Солнечная батарея;Стекло;Страна бренда;Страна производитель;Таймер;Таймер рыбалки;Термометр;Тип механизма;Ударопрочность;Устойчивость к воздействию магнитного поля;Форма корпуса;Функция поиска телефона;Функция секундомера;Хит продаж;Ход стрелки;Хронограф;Циферблат;Шагомер;ЦенаСоСкидкой;
Ц0000019543;09.6386.2.03 Slazenger;ЧАСЫ/Наручные/Slazenger;09.6386.2.03;1;8400;Slazenger;09.6386.2.03.jpg;1;0;0;0;0;1;0;;;;Стальной;;;WR 30m;;;;;;Нержавеющая сталь ;;;;Мужские;;45;;;;;;Минеральное;Великобритания;Гонконг;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8400;
Ц0000019648;09.6388.2.02 Slazenger;ЧАСЫ/Наручные/Slazenger;09.6388.2.02;1;8500;Slazenger;09.6388.2.02.jpg;1;0;1;0;0;0;0;;;;Стальной;;;WR 30m;;;;;;Нержавеющая сталь ;;;;Мужские;;45;;;;;;Минеральное;Великобритания;Гонконг;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8500;
Ц0000019544;09.6390.2.01 Slazenger;ЧАСЫ/Наручные/Slazenger;09.6390.2.01;1;6950;Slazenger;09.6390.2.01.jpg;1;1;0;0;0;0;0;;;;Кожаный ремешок;;;WR 30m;;;;;;Нержавеющая сталь ;;;;Мужские;;45;;;;;;Минеральное;Великобритания;Гонконг;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;6950;
Ц0000019649;09.6390.2.03 Slazenger;ЧАСЫ/Наручные/Slazenger;09.6390.2.03;1;7100;Slazenger;09.6390.2.03.jpg;1;0;1;0;0;0;0;;;;Кожаный ремешок;;;WR 30m;;;;;;Нержавеющая сталь ;;;;Мужские;;45;;;;;;Минеральное;Великобритания;Гонконг;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7100;
Ц0000019545;09.6392.2.03 Slazenger;ЧАСЫ/Наручные/Slazenger;09.6392.2.03;1;7990;Slazenger;09.6392.2.03.jpg;1;0;0;0;1;0;0;;;;Кожаный ремешок;;;WR 30m;;;;;;Нержавеющая сталь ;;;;Мужские;;44;;;;;;Минеральное;Великобритания;Гонконг;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7990;
Ц0000019546;09.6397.2.03 Slazenger;ЧАСЫ/Наручные/Slazenger;09.6397.2.03;1;9450;Slazenger;09.6397.2.03.jpg;1;0;0;0;0;1;0;;;;Стальной;;;WR 30m;;;;;;Нержавеющая сталь ;;;;Мужские;;46;;;;;;Минеральное;Великобритания;Гонконг;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9450;
Ц0000019547;09.6398.2.03 Slazenger;ЧАСЫ/Наручные/Slazenger;09.6398.2.03;1;8950;Slazenger;09.6398.2.03 .jpg;1;0;0;0;1;0;0;;;;Стальной;;;WR 30m;;;;;;Нержавеющая сталь ;;;;Мужские;;45;;;;;;Минеральное;Великобритания;Гонконг;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8950;
Ц0000019548;09.6401.2.01 Slazenger;ЧАСЫ/Наручные/Slazenger;09.6401.2.01;0;9990;Slazenger;09.6401.2.01.jpg;1;0;0;0;0;0;0;;;;Стальной;;;WR 30m;;;;;;Нержавеющая сталь ;;;;Мужские;;45;;;;;;Минеральное;Великобритания;Гонконг;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9990;
Ц0000019549;09.6403.2.01 Slazenger;ЧАСЫ/Наручные/Slazenger;09.6403.2.01;0;8950;Slazenger;;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8950;
Ц0000019650;09.6403.2.03 Slazenger;ЧАСЫ/Наручные/Slazenger;09.6403.2.03;1;8500;Slazenger;09.6403.2.03.jpg;1;0;0;0;1;0;0;;;;Стальной;;;WR 30m;;;;;;Нержавеющая сталь ;;;;Мужские;;45;;;;;;Минеральное;Великобритания;Гонконг;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8500;
Ц0000019550;09.6403.2.04 Slazenger;ЧАСЫ/Наручные/Slazenger;09.6403.2.04;1;7990;Slazenger;09.6403.2.04.jpg;1;1;0;0;0;0;0;;;;Стальной;;;WR 30m;;;;;;Нержавеющая сталь ;;;;Мужские;;45;;;;;;Минеральное;Великобритания;Гонконг;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7990;
Ц0000019551;09.6410.2.04 Slazenger;ЧАСЫ/Наручные/Slazenger;09.6410.2.04;1;7990;Slazenger;09.6410.2.04.jpg;1;0;0;0;1;0;0;;;;Стальной;;;WR 30m;;;;;;Нержавеющая сталь ;;;;Мужские;;42;;;;;;Минеральное;Великобритания;Гонконг;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7990;
Ц0000019552;09.6411.2.02 Slazenger;ЧАСЫ/Наручные/Slazenger;09.6411.2.02;1;8400;Slazenger;09.6411.2.02.jpg;1;0;0;0;0;1;0;;;;Стальной;;;WR 30m;;;;;;Нержавеющая сталь ;;;;Мужские;;46;;;;;;Минеральное;Великобритания;Гонконг;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8400;
Ц0000019553;09.6415.4.04 Slazenger;ЧАСЫ/Наручные/Slazenger;09.6415.4.04;1;7990;Slazenger;09.6415.4.04 .jpg;1;0;1;0;0;0;0;;;;Стальной;;;WR 30m;;;;;;Нержавеющая сталь ;;;;Женские;;36;;;;;;Минеральное;Великобритания;Гонконг;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7990;
Ц0000019554;09.6422.3.03 Slazenger;ЧАСЫ/Наручные/Slazenger;09.6422.3.03;0;6950;Slazenger;;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6950;
Ц0000019519;10121-B WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);10121-B;1;21900;WAINER (Швейцария);10121-B.jpg;0;0;0;0;0;0;1;;;;Кожаный ремешок;;;WR 50m;;;;;;Сталь с PVD покрытием;;;;Мужские;;44;;;;;;Минеральное;Швейцария;;;;;Кварцевый;;;Круг;;;;;;;;21900;
Ц0000013405;10780-A WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);10780-A;0;34000;WAINER (Швейцария);10780-A.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 100m;;;;;;Сталь с PVD покрытием;;;;Мужские;;Большой;;;;;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;34000;
Ц0000004557;11011-H WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);11011-H;1;28200;WAINER (Швейцария);11011-H.jpg;0;0;0;1;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Сталь с PVD покрытием;;;;Мужские;;44;;;;30;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;19740;
Ц0000002006;11022-B WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);11022-B;1;21900;WAINER (Швейцария);11022-B.jpg;0;0;0;1;0;0;0;;;;Кожаный ремешок;;;WR 30m;;;;;;Сталь с PVD покрытием;;;;Мужские;;42;;;;20;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;17520;
Ц0000009364;11022-D WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);11022-D;0;15890;WAINER (Швейцария);11022-D.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 30m;;;;;;Сталь с PVD покрытием;;;;Мужские;;Стандартный;;;;;;Минеральное;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;15890;
Ц0000009377;11033-C WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);11033-C;1;25400;WAINER (Швейцария);11033-C.jpg;0;0;0;1;0;0;0;;;;Стальной с частичным PVD покрытием;;;WR 30m;;;;;;Сталь с PVD покрытием;;;;Мужские;;40;;;;;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;25400;
Ц0000002010;11050-A WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);11050-A;1;35700;WAINER (Швейцария);11050-A.jpg;0;0;0;0;0;0;1;;;;Кожаный ремешок;;;WR 50m;;;;;;Сталь с PVD покрытием;;;;Женские;;38;;;;50;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;17850;
Ц0000015441;11068-A WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);11068-A;0;37700;WAINER (Швейцария);11068-A.jpg;0;0;0;0;0;0;0;;;;Стальной с PVD покрытием;;;WR 50m;;;;;;Сталь с PVD покрытием;;;;Женские;;36;;;;40;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;22620;
Ц0000012568;11082-C WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);11082-C;0;18000;WAINER (Швейцария);11082-C.jpg;0;0;0;0;0;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;18000;
Ц0000019520;11084-B WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);11084-B;1;23900;WAINER (Швейцария);11084-B.jpg;0;0;0;1;0;0;0;;;;Стальной с PVD покрытием;;;WR 30m;;;;;;Сталь с розовым PVD покрытием, эмаль;;;;Мужские;;41;;;;;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;;;23900;
Ц0000014138;11088-B WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);11088-B;0;20500;WAINER (Швейцария);11088-B.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Сталь с частичным PVD покрытием;;;;Мужские;;41;;;;10;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;18450;
Ц0000012569;11099-C WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);11099-C;1;23300;WAINER (Швейцария);11099-C.jpg;0;0;0;0;0;0;1;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Женские;;32;;;;10;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;20970;
Ц0000017727;11110-C WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);11110-C;0;20900;WAINER (Швейцария);WA-11110-C.jpg;0;0;0;0;0;0;0;;;;Стальной с PVD покрытием;;;WR 30m;;;;;;Сталь с PVD покрытием;;;;Мужские;;41;;;;10;;Минеральное;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;18810;
Ц0000015716;11133-A WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);11133-A;1;23300;WAINER (Швейцария);11133-A.jpg;0;0;0;0;0;0;1;;;;Стальной с PVD покрытием;;;WR 30m;;;;;;Сталь с PVD покрытием;;;;Женские;;39;;;;;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;23300;
Ц0000016111;11144-A WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);11144-A;1;23300;WAINER (Швейцария);WA-11144-A.jpg.jpg;0;0;0;0;0;0;1;;;;Стальной с PVD покрытием;;;WR 30m;;;;;;Сталь с PVD покрытием;;;;Мужские;;41;;;;;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;23300;
Ц0000019161;11144-F WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);11144-F;1;25900;WAINER (Швейцария);11144-F.jpg;0;0;0;0;0;0;1;;;;Стальной;;;WR 30m;;;;;;Нержавеющая сталь ;;;;Мужские;;41;;;;;;Минеральное;Швейцария;;;;;Кварцевый;;;Круг;;;;;;;;25900;
Ц0000009886;11277-C WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);11277-C;0;16290;WAINER (Швейцария);11277-C.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 30m;;;;;;Сталь с PVD покрытием;;;;Мужские;;Стандартный;;;;;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;16290;
Ц0000012570;11296-D WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);11296-D;1;21900;WAINER (Швейцария);11296-D.jpg;0;0;0;0;0;0;1;;;;Кожаный ремешок;;;WR 30m;;;;;;Сталь с PVD покрытием;;;;Мужские;;41;;;;20;;Сапфировое;Великобритания;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;17520;
Ц0000010788;11411-D WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);11411-D;0;15290;WAINER (Швейцария);11411-D.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 30m;;;;;;Сталь с PVD покрытием;;;;Мужские;;Стандартный;;;;;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;15290;
Ц0000011838;11430-C WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);11430-C;1;21900;WAINER (Швейцария);11430-C.jpg;0;0;0;1;0;0;0;;;;Кожаный ремешок;;;WR 30m;;;;;;Сталь с PVD покрытием;;;;Мужские;;41;;;;10;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;19710;
Ц0000012571;11545-D WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);11545-D;0;23300;WAINER (Швейцария);11545-D.jpg;0;0;0;0;0;0;0;;;;Стальной с PVD покрытием;;;WR 30m;;;;;;Сталь с PVD покрытием;;;;Мужские;;42;;;;20;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;18640;
Ц0000014139;11611-B WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);11611-B;0;18900;WAINER (Швейцария);11611-B.jpg;0;0;0;0;0;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;18900;
Ц0000014535;11611-C WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);11611-C;0;23300;WAINER (Швейцария);11611-C.jpg;0;0;0;0;0;0;0;;;;Стальной;;;WR 50m;;;;;;Сталь с частичным PVD покрытием;;;;Мужские;;41;;;;15;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;19805;
Ц0000010229;11811-A WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);11811-A;0;18490;WAINER (Швейцария);11811-A.jpg;0;0;0;0;0;0;0;;;;Стальной с частичным PVD покрытием;;;WR 30m;;;;;;Сталь с PVD покрытием;;;;Мужские;;Стандартный;;;;;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;18490;
Ц0000017348;11916-A  WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);11916-A;0;25000;WAINER (Швейцария);11916-A.jpg;0;0;0;0;0;0;0;;;;Стальной с частичным IP покрытием;;;WR 50m;;;;;;Сталь с розовым IP покрытием;;;;Женские;;34;;;;10;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;22500;
Ц0000017965;11916-C WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);11916-C;1;25000;WAINER (Швейцария);11916-C.jpg;0;0;0;1;0;0;0;;;;Стальной с розовым PVD покрытием, эмаль;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Женские;;34;;;;10;;Минеральное;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;22500;
Ц0000005549;12000-D WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);12000-D;1;29800;WAINER (Швейцария);12000-D.jpg;0;0;0;1;0;0;0;;;;Каучуковый;;;WR 100m;;;;;;Титан;;;;Мужские;;45;;;;30;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;20860;
Ц0000017410;12018-C WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);12018-C;1;35900;WAINER (Швейцария);12018-C.jpg;0;0;0;0;0;0;1;;;;Стальной с частичным PVD покрытием;;;WR 50m;;;;;;Сталь с частичным PVD покрытием;;;;Мужские;;Стандартный;;;;;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;35900;
Ц0000017728;12028-A WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);12028-A;0;34900;WAINER (Швейцария);12028-A.jpg;0;0;0;0;0;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;43;;;;10;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;31410;
Ц0000018964;12320-C WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);12320-C;1;35900;WAINER (Швейцария);12320-C.jpg;0;0;0;0;0;0;1;;;;Стальной с PVD покрытием;;;WR 50m;;;;;;Сталь с PVD покрытием;;;;Мужские;;44;;;;;;Минеральное;Швейцария;;;;;Кварцевый;;;Круг;;есть;;;есть;;;35900;
Ц0000002017;12413-A WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);12413-A;0;12800;WAINER (Швейцария);12413-A.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 30m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;30;;Минеральное;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8960;
Ц0000012572;12413-C WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);12413-C;1;20600;WAINER (Швейцария);12413-C.jpg;0;0;0;1;0;0;0;;;;Кожаный ремешок;;;WR 30m;;;;;;Сталь с PVD покрытием;;;;Мужские;;44;;;;20;;Минеральное;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;16480;
Ц0000002022;12428-H WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);12428-H;0;23500;WAINER (Швейцария);12428-H.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Сталь с PVD покрытием;;;;Мужские;;Стандартный;;;;20;;Минеральное;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;18800;
Ц0000010353;12428-K WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);12428-K;0;34300;WAINER (Швейцария);12428-K.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Сталь с PVD покрытием;;;;Мужские;;43;;;;10;;Минеральное;Швейцария;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;30870;
Ц0000013835;12428-L WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);12428-L;0;23900;WAINER (Швейцария);12428-L.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Сталь с частичным PVD покрытием;;;;Мужские;;Стандартный;;;;;;Минеральное;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;23900;
Ц0000014050;12440-I WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);12440-I;0;19900;WAINER (Швейцария);12440-I .jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Сталь с PVD покрытием;;;;Мужские;;Большой;;;;;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;19900;
Ц0000013216;12445-C WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);12445-C;0;27800;WAINER (Швейцария);12445-С.jpg;0;0;0;0;0;0;0;;;;Стальной с частичным PVD покрытием;;;WR 50m;;;;;;Сталь с PVD покрытием;;;;Мужские;;Стандартный;;;;;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;27800;
Ц0000014837;12492-A WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);12492-A;1;22000;WAINER (Швейцария);12492-A.jpg;0;0;0;1;0;0;0;;;;Кожаный ремешок;;;WR 30m;;;;;;Нержавеющая сталь ;;;;Мужские;;43;;;;20;;Минеральное;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;17600;
Ц0000012573;12492-C WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);12492-C;0;18200;WAINER (Швейцария);12492-C.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 30m;;;;;;Сталь с PVD покрытием;;;;Мужские;;Стандартный;;;;;;Минеральное;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;18200;
Ц0000014051;12492-D WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);12492-D;0;23400;WAINER (Швейцария);12492-D.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 30m;;;;;;Сталь с PVD покрытием;;;;Мужские;;43;;;;20;;Минеральное;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;18720;
Ц0000014052;12528-E WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);12528-E;0;31990;WAINER (Швейцария);12528-E.jpg;0;0;0;0;0;0;0;;;;Стальной с частичным PVD покрытием;;;WR 50m;;;;;;Сталь с частичным PVD покрытием;;;;Мужские;;Стандартный;;;;;;Минеральное;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;31990;
Ц0000014838;12528-G WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);12528-G;1;39200;WAINER (Швейцария);12528-G.jpg;0;0;0;1;0;0;0;;;;Стальной;;;WR 50m;;;;;;Сталь с частичным PVD покрытием;;;;Мужские;;43;;;;20;;Минеральное;Швейцария;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;31360;
Ц0000017349;12928-B WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);12928-B;1;37500;WAINER (Швейцария);12928-B.jpg;0;0;0;0;0;0;1;;;;Стальной с IP покрытием;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;43;;;;10;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;33750;
Ц0000017350;12928-C WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);12928-C;0;37500;WAINER (Швейцария);12928-C.jpg;0;0;0;0;0;0;0;;;;Стальной с PVD покрытием;;;WR 50m;;;;;;Сталь с PVD покрытием;;;;Мужские;;Стандартный;;;;10;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;33750;
Ц0000017411;12948-A WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);12948-A;0;34900;WAINER (Швейцария);12948-A.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Сталь с розовым IP покрытием;;;;Мужские;;Стандартный;;;;;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;34900;
Ц0000017412;12948-B WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);12948-B;1;34900;WAINER (Швейцария);12948-B.jpg;0;0;0;1;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Сталь с розовым IP покрытием;;;;Мужские;;44;;;;10;;Минеральное;Швейцария;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;31410;
Ц0000002026;13310-H WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);13310-H;0;29700;WAINER (Швейцария);13310-H.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Сталь с PVD покрытием;;;;Мужские;;Стандартный;;;;20;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;23760;
Ц0000002027;13310-I WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);13310-I;0;30500;WAINER (Швейцария);13310-I.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Сталь с PVD покрытием;;;;Мужские;;Стандартный;;;;20;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;24400;
Ц0000002028;13426-H WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);13426-H;0;24400;WAINER (Швейцария);13426-H.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Сталь с PVD покрытием;;;;Мужские;;Стандартный;;;;30;;Минеральное;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;17080;
Ц0000002030;13426-K WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);13426-K;0;34900;WAINER (Швейцария);13426-K.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Сталь с PVD покрытием;;;;Мужские;;Стандартный;;;;40;;Минеральное;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;20940;
Ц0000013217;13444-E WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);13444-E;0;26100;WAINER (Швейцария);13444-E.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;26100;
Ц0000014536;13499-D WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);13499-D;1;23300;WAINER (Швейцария);13499-D.jpg;0;0;0;0;0;0;1;;;;Стальной;;;WR 30m;;;;;;Сталь с частичным PVD покрытием;;;;Женские;;31;;;;20;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;18640;
Ц0000017351;14722-D WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);14722-D;1;23300;WAINER (Швейцария);14722-D.jpg;0;0;0;0;0;0;1;;;;Стальной с IP покрытием;;;WR 50m;;;;;;Сталь с частичным IP покрытием;;;;Мужские;;42;;;;;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;23300;
Ц0000014839;14922-A WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);14922-A;0;16990;WAINER (Швейцария);14922-A.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Сталь с PVD покрытием;;;;Мужские;;Стандартный;;;;;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;16990;
Ц0000014537;14944-A WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);14944-A;0;25000;WAINER (Швейцария);14944-A.jpg;0;0;0;0;0;0;0;;;;Стальной с частичным PVD покрытием;;;WR 50m;;;;;;Сталь с частичным PVD покрытием;;;;Мужские;;Стандартный;;;;;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;25000;
Ц0000014827;15482-A WAINER;ЧАСЫ/Наручные/WAINER (Швейцария);15482-A;0;20900;WAINER (Швейцария);15482-A.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 30m;;;;;;Сталь с PVD покрытием;;;;Женские;;Стандартный;;;;;;Сапфировое;Швейцария;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;20900;
